   ,Start,End,Age,Gender,People
20211129,광주광역시,대전광역시,60,1,299
20211129,광주광역시,대전광역시,60,2,166
20211129,광주광역시,대전광역시,70,1,68
20211129,광주광역시,대전광역시,70,2,81
20211129,광주광역시,부산광역시,0,1,65
20211129,광주광역시,부산광역시,0,2,59
20211129,광주광역시,부산광역시,10,1,112
20211129,광주광역시,부산광역시,10,2,92
20211129,광주광역시,부산광역시,20,1,391
20211129,광주광역시,부산광역시,20,2,379
20211129,광주광역시,부산광역시,30,1,594
20211129,광주광역시,부산광역시,30,2,298
20211129,광주광역시,부산광역시,40,1,654
20211129,광주광역시,부산광역시,40,2,341
20211129,광주광역시,부산광역시,50,1,647
20211129,광주광역시,부산광역시,50,2,373
20211129,광주광역시,부산광역시,60,1,381
20211129,광주광역시,부산광역시,60,2,267
20211129,광주광역시,부산광역시,70,1,84
20211129,광주광역시,부산광역시,70,2,116
20211129,광주광역시,서울특별시,0,1,270
20211129,광주광역시,서울특별시,0,2,464
20211129,광주광역시,서울특별시,10,1,542
20211129,광주광역시,서울특별시,10,2,581
20211129,광주광역시,서울특별시,20,1,2437
20211129,광주광역시,서울특별시,20,2,3331
20211129,광주광역시,서울특별시,30,1,3119
20211129,광주광역시,서울특별시,30,2,2354
20211129,광주광역시,서울특별시,40,1,3599
20211129,광주광역시,서울특별시,40,2,2037
20211129,광주광역시,서울특별시,50,1,3526
20211129,광주광역시,서울특별시,50,2,2010
20211129,광주광역시,서울특별시,60,1,1646
20211129,광주광역시,서울특별시,60,2,1112
20211129,광주광역시,서울특별시,70,1,408
20211129,광주광역시,서울특별시,70,2,560
20211129,광주광역시,울산광역시,0,1,19
20211129,광주광역시,울산광역시,0,2,26
20211129,광주광역시,울산광역시,10,1,59
20211129,광주광역시,울산광역시,10,2,44
20211129,광주광역시,울산광역시,20,1,144
20211129,광주광역시,울산광역시,20,2,104
20211129,광주광역시,울산광역시,30,1,144
20211129,광주광역시,울산광역시,30,2,87
20211129,광주광역시,울산광역시,40,1,221
20211129,광주광역시,울산광역시,40,2,111
20211129,광주광역시,울산광역시,50,1,206
20211129,광주광역시,울산광역시,50,2,102
20211129,광주광역시,울산광역시,60,1,93
20211129,광주광역시,울산광역시,60,2,59
20211129,광주광역시,울산광역시,70,1,22
20211129,광주광역시,울산광역시,70,2,36
20211129,광주광역시,인천광역시,0,1,75
20211129,광주광역시,인천광역시,0,2,167
20211129,광주광역시,인천광역시,10,1,142
20211129,광주광역시,인천광역시,10,2,151
20211129,광주광역시,인천광역시,20,1,614
20211129,광주광역시,인천광역시,20,2,595
20211129,광주광역시,인천광역시,30,1,720
20211129,광주광역시,인천광역시,30,2,355
20211129,광주광역시,인천광역시,40,1,910
20211129,광주광역시,인천광역시,40,2,447
20211129,광주광역시,인천광역시,50,1,953
20211129,광주광역시,인천광역시,50,2,483
20211129,광주광역시,인천광역시,60,1,353
20211129,광주광역시,인천광역시,60,2,221
20211129,광주광역시,인천광역시,70,1,108
20211129,광주광역시,인천광역시,70,2,132
20211129,광주광역시,전라남도,0,1,880
20211129,광주광역시,전라남도,0,2,1083
20211129,광주광역시,전라남도,10,1,2059
20211129,광주광역시,전라남도,10,2,2232
20211129,광주광역시,전라남도,20,1,6231
20211129,광주광역시,전라남도,20,2,5441
20211129,광주광역시,전라남도,30,1,4820
20211129,광주광역시,전라남도,30,2,3552
20211129,광주광역시,전라남도,40,1,5387
20211129,광주광역시,전라남도,40,2,3969
20211129,광주광역시,전라남도,50,1,5592
20211129,광주광역시,전라남도,50,2,4077
20211129,광주광역시,전라남도,60,1,3318
20211129,광주광역시,전라남도,60,2,2598
20211129,광주광역시,전라남도,70,1,1966
20211129,광주광역시,전라남도,70,2,2107
20211129,광주광역시,전라북도,0,1,257
20211129,광주광역시,전라북도,0,2,338
20211129,광주광역시,전라북도,10,1,570
20211129,광주광역시,전라북도,10,2,675
20211129,광주광역시,전라북도,20,1,1912
20211129,광주광역시,전라북도,20,2,1916
20211129,광주광역시,전라북도,30,1,1871
20211129,광주광역시,전라북도,30,2,1160
20211129,광주광역시,전라북도,40,1,1738
20211129,광주광역시,전라북도,40,2,1156
20211129,광주광역시,전라북도,50,1,1853
20211129,광주광역시,전라북도,50,2,1160
20211129,광주광역시,전라북도,60,1,808
20211129,광주광역시,전라북도,60,2,584
20211129,광주광역시,전라북도,70,1,338
20211129,광주광역시,전라북도,70,2,457
20211129,광주광역시,제주특별자치도,10,1,89
20211129,광주광역시,제주특별자치도,10,2,61
20211129,광주광역시,제주특별자치도,20,1,251
20211129,광주광역시,제주특별자치도,20,2,252
20211129,광주광역시,제주특별자치도,30,1,282
20211129,광주광역시,제주특별자치도,30,2,152
20211129,광주광역시,제주특별자치도,40,1,433
20211129,광주광역시,제주특별자치도,40,2,246
20211129,광주광역시,제주특별자치도,50,1,385
20211129,광주광역시,제주특별자치도,50,2,306
20211129,광주광역시,제주특별자치도,60,1,234
20211129,광주광역시,제주특별자치도,60,2,171
20211129,광주광역시,제주특별자치도,70,1,49
20211129,광주광역시,제주특별자치도,70,2,68
20211129,광주광역시,충청남도,0,1,149
20211129,광주광역시,충청남도,0,2,222
20211129,광주광역시,충청남도,10,1,224
20211129,광주광역시,충청남도,10,2,220
20211129,광주광역시,충청남도,20,1,887
20211129,광주광역시,충청남도,20,2,558
20211129,광주광역시,충청남도,30,1,849
20211129,광주광역시,충청남도,30,2,443
20211129,광주광역시,충청남도,40,1,842
20211129,광주광역시,충청남도,40,2,420
20211129,광주광역시,충청남도,50,1,757
20211129,광주광역시,충청남도,50,2,340
20211129,광주광역시,충청남도,60,1,304
20211129,광주광역시,충청남도,60,2,198
20211129,광주광역시,충청남도,70,1,100
20211129,광주광역시,충청남도,70,2,121
20211129,광주광역시,충청북도,0,1,61
20211129,광주광역시,충청북도,0,2,79
20211129,광주광역시,충청북도,10,1,141
20211129,광주광역시,충청북도,10,2,122
20211129,광주광역시,충청북도,20,1,479
20211129,광주광역시,충청북도,20,2,323
20211129,광주광역시,충청북도,30,1,339
20211129,광주광역시,충청북도,30,2,241
20211129,광주광역시,충청북도,40,1,520
20211129,광주광역시,충청북도,40,2,211
20211129,광주광역시,충청북도,50,1,384
20211129,광주광역시,충청북도,50,2,229
20211129,광주광역시,충청북도,60,1,157
20211129,광주광역시,충청북도,60,2,92
20211129,광주광역시,충청북도,70,1,46
20211129,광주광역시,충청북도,70,2,50
20211129,대구광역시,강원도,0,1,144
20211129,대구광역시,강원도,0,2,71
20211129,대구광역시,강원도,10,1,121
20211129,대구광역시,강원도,10,2,102
20211129,대구광역시,강원도,20,1,660
20211129,대구광역시,강원도,20,2,452
20211129,대구광역시,강원도,30,1,509
20211129,대구광역시,강원도,30,2,322
20211129,대구광역시,강원도,40,1,446
20211129,대구광역시,강원도,40,2,261
20211129,대구광역시,강원도,50,1,520
20211129,대구광역시,강원도,50,2,330
20211129,대구광역시,강원도,60,1,278
20211129,대구광역시,강원도,60,2,187
20211129,대구광역시,강원도,70,1,69
20211129,대구광역시,강원도,70,2,92
20211129,대구광역시,경기도,0,1,840
20211129,대구광역시,경기도,0,2,877
20211129,대구광역시,경기도,10,1,948
20211129,대구광역시,경기도,10,2,684
20211129,대구광역시,경기도,20,1,4723
20211129,대구광역시,경기도,20,2,3086
20211129,대구광역시,경기도,30,1,5859
20211129,대구광역시,경기도,30,2,3077
20211129,대구광역시,경기도,40,1,6600
20211129,대구광역시,경기도,40,2,2854
20211129,대구광역시,경기도,50,1,5636
20211129,대구광역시,경기도,50,2,2455
20211129,대구광역시,경기도,60,1,2131
20211129,대구광역시,경기도,60,2,1303
20211129,대구광역시,경기도,70,1,499
20211129,대구광역시,경기도,70,2,666
20211129,대구광역시,경상남도,0,1,580
20211129,대구광역시,경상남도,0,2,689
20211129,대구광역시,경상남도,10,1,1608
20211129,대구광역시,경상남도,10,2,1271
20211129,대구광역시,경상남도,20,1,2487
20211129,대구광역시,경상남도,20,2,2044
20211129,대구광역시,경상남도,30,1,2520
20211129,대구광역시,경상남도,30,2,1949
20211129,대구광역시,경상남도,40,1,2720
20211129,대구광역시,경상남도,40,2,1942
20211129,대구광역시,경상남도,50,1,2489
20211129,대구광역시,경상남도,50,2,1839
20211129,대구광역시,경상남도,60,1,1547
20211129,대구광역시,경상남도,60,2,1104
20211129,대구광역시,경상남도,70,1,652
20211129,대구광역시,경상남도,70,2,829
20211129,대구광역시,경상북도,0,1,963
20211129,대구광역시,경상북도,0,2,1173
20211129,대구광역시,경상북도,10,1,1494
20211129,대구광역시,경상북도,10,2,1675
20211129,대구광역시,경상북도,20,1,6091
20211129,대구광역시,경상북도,20,2,5094
20211129,대구광역시,경상북도,30,1,5575
20211129,대구광역시,경상북도,30,2,4599
20211129,대구광역시,경상북도,40,1,5568
20211129,대구광역시,경상북도,40,2,4642
20211129,대구광역시,경상북도,50,1,6547
20211129,대구광역시,경상북도,50,2,5456
20211129,대구광역시,경상북도,60,1,4298
20211129,대구광역시,경상북도,60,2,3848
20211129,대구광역시,경상북도,70,1,2073
20211129,대구광역시,경상북도,70,2,2996
20211129,대구광역시,광주광역시,0,1,44
20211129,대구광역시,광주광역시,0,2,33
20211129,대구광역시,광주광역시,10,1,73
20211129,대구광역시,광주광역시,10,2,59
20211129,대구광역시,광주광역시,20,1,410
20211129,대구광역시,광주광역시,20,2,274
20211129,대구광역시,광주광역시,30,1,366
20211129,대구광역시,광주광역시,30,2,168
20211129,대구광역시,광주광역시,40,1,429
20211129,대구광역시,광주광역시,40,2,206
20211129,대구광역시,광주광역시,50,1,415
20211129,대구광역시,광주광역시,50,2,148
20211129,대구광역시,광주광역시,60,1,168
20211129,대구광역시,광주광역시,60,2,90
20211129,대구광역시,광주광역시,70,1,26
20211129,대구광역시,광주광역시,70,2,69
20211129,대구광역시,대구광역시,0,1,24
20211129,대구광역시,대구광역시,0,2,17
20211129,대구광역시,대구광역시,10,1,116
20211129,대구광역시,대구광역시,10,2,105
20211129,대구광역시,대구광역시,20,1,723
20211129,대구광역시,대구광역시,20,2,466
20211129,대구광역시,대구광역시,30,1,379
20211129,대구광역시,대구광역시,30,2,253
20211129,대구광역시,대구광역시,40,1,528
20211129,대구광역시,대구광역시,40,2,178
20211129,대구광역시,대구광역시,50,1,622
20211129,대구광역시,대구광역시,50,2,236
20211129,대구광역시,대구광역시,60,1,346
20211129,대구광역시,대구광역시,60,2,369
20211129,대구광역시,대구광역시,70,1,133
20211129,대구광역시,대구광역시,70,2,251
20211129,대구광역시,대전광역시,0,1,82
20211129,대구광역시,대전광역시,0,2,92
20211129,대구광역시,대전광역시,10,1,214
20211129,대구광역시,대전광역시,10,2,161
20211129,대구광역시,대전광역시,20,1,939
20211129,대구광역시,대전광역시,20,2,799
20211129,대구광역시,대전광역시,30,1,1165
20211129,대구광역시,대전광역시,30,2,661
20211129,대구광역시,대전광역시,40,1,1033
20211129,대구광역시,대전광역시,40,2,531
20211129,대구광역시,대전광역시,50,1,901
20211129,대구광역시,대전광역시,50,2,566
20211129,대구광역시,대전광역시,60,1,426
20211129,대구광역시,대전광역시,60,2,267
20211129,대구광역시,대전광역시,70,1,101
20211129,대구광역시,대전광역시,70,2,150
20211129,대구광역시,부산광역시,0,1,438
20211129,대구광역시,부산광역시,0,2,395
20211129,대구광역시,부산광역시,10,1,557
20211129,대구광역시,부산광역시,10,2,554
20211129,대구광역시,부산광역시,20,1,2964
20211129,대구광역시,부산광역시,20,2,2873
20211129,대구광역시,부산광역시,30,1,3263
20211129,대구광역시,부산광역시,30,2,2015
20211129,대구광역시,부산광역시,40,1,3368
20211129,대구광역시,부산광역시,40,2,1680
20211129,대구광역시,부산광역시,50,1,3200
20211129,대구광역시,부산광역시,50,2,1982
20211129,대구광역시,부산광역시,60,1,2094
20211129,대구광역시,부산광역시,60,2,1363
20211129,대구광역시,부산광역시,70,1,549
20211129,대구광역시,부산광역시,70,2,688
20211129,대구광역시,서울특별시,0,1,345
20211129,대구광역시,서울특별시,0,2,322
20211129,대구광역시,서울특별시,10,1,591
20211129,대구광역시,서울특별시,10,2,493
20211129,대구광역시,서울특별시,20,1,3593
20211129,대구광역시,서울특별시,20,2,4288
20211129,대구광역시,서울특별시,30,1,4805
20211129,대구광역시,서울특별시,30,2,3137
20211129,대구광역시,서울특별시,40,1,4404
20211129,대구광역시,서울특별시,40,2,1978
20211129,대구광역시,서울특별시,50,1,3602
20211129,대구광역시,서울특별시,50,2,1970
20211129,대구광역시,서울특별시,60,1,1720
20211129,대구광역시,서울특별시,60,2,1164
20211129,대구광역시,서울특별시,70,1,501
20211129,대구광역시,서울특별시,70,2,513
20211129,대구광역시,울산광역시,0,1,350
20211129,대구광역시,울산광역시,0,2,454
20211129,대구광역시,울산광역시,10,1,574
20211129,대구광역시,울산광역시,10,2,407
20211129,대구광역시,울산광역시,20,1,1882
20211129,대구광역시,울산광역시,20,2,1597
20211129,대구광역시,울산광역시,30,1,1759
20211129,대구광역시,울산광역시,30,2,1392
20211129,대구광역시,울산광역시,40,1,1643
20211129,대구광역시,울산광역시,40,2,1325
20211129,대구광역시,울산광역시,50,1,1775
20211129,대구광역시,울산광역시,50,2,1517
20211129,대구광역시,울산광역시,60,1,858
20211129,대구광역시,울산광역시,60,2,618
20211129,대구광역시,울산광역시,70,1,171
20211129,대구광역시,울산광역시,70,2,206
20211129,대구광역시,인천광역시,0,1,97
20211129,대구광역시,인천광역시,0,2,171
20211129,대구광역시,인천광역시,10,1,137
20211129,대구광역시,인천광역시,10,2,125
20211129,대구광역시,인천광역시,20,1,773
20211129,대구광역시,인천광역시,20,2,573
20211129,대구광역시,인천광역시,30,1,919
20211129,대구광역시,인천광역시,30,2,478
20211129,대구광역시,인천광역시,40,1,1016
20211129,대구광역시,인천광역시,40,2,385
20211129,대구광역시,인천광역시,50,1,943
20211129,대구광역시,인천광역시,50,2,429
20211129,대구광역시,인천광역시,60,1,364
20211129,대구광역시,인천광역시,60,2,174
20211129,대구광역시,인천광역시,70,1,74
20211129,대구광역시,인천광역시,70,2,120
20211129,대구광역시,전라남도,0,1,94
20211129,대구광역시,전라남도,0,2,74
20211129,대구광역시,전라남도,10,1,63
20211129,대구광역시,전라남도,10,2,58
20211129,대구광역시,전라남도,20,1,432
20211129,대구광역시,전라남도,20,2,298
20211129,대구광역시,전라남도,30,1,381
20211129,대구광역시,전라남도,30,2,237
20211129,대구광역시,전라남도,40,1,424
20211129,대구광역시,전라남도,40,2,195
20211129,대구광역시,전라남도,50,1,472
20211129,대구광역시,전라남도,50,2,231
20211129,대구광역시,전라남도,60,1,303
20211129,대구광역시,전라남도,60,2,133
20211129,대구광역시,전라남도,70,1,75
20211129,대구광역시,전라남도,70,2,110
20211129,대구광역시,전라북도,0,1,41
20211129,대구광역시,전라북도,0,2,34
20211129,대구광역시,전라북도,10,1,208
20211129,대구광역시,전라북도,10,2,166
20211129,대구광역시,전라북도,20,1,455
20211129,대구광역시,전라북도,20,2,361
20211129,대구광역시,전라북도,30,1,444
20211129,대구광역시,전라북도,30,2,224
20211129,대구광역시,전라북도,40,1,541
20211129,대구광역시,전라북도,40,2,206
20211129,대구광역시,전라북도,50,1,529
20211129,대구광역시,전라북도,50,2,258
20211129,대구광역시,전라북도,60,1,346
20211129,대구광역시,전라북도,60,2,154
20211129,대구광역시,전라북도,70,1,99
20211129,대구광역시,전라북도,70,2,97
20211129,대구광역시,제주특별자치도,0,2,37
20211129,대구광역시,제주특별자치도,10,1,43
20211129,대구광역시,제주특별자치도,10,2,40
20211129,대구광역시,제주특별자치도,20,1,285
20211129,대구광역시,제주특별자치도,20,2,234
20211129,대구광역시,제주특별자치도,30,1,278
20211129,대구광역시,제주특별자치도,30,2,227
20211129,대구광역시,제주특별자치도,40,1,276
20211129,대구광역시,제주특별자치도,40,2,202
20211129,대구광역시,제주특별자치도,50,1,298
20211129,대구광역시,제주특별자치도,50,2,255
20211129,대구광역시,제주특별자치도,60,1,184
20211129,대구광역시,제주특별자치도,60,2,169
20211129,대구광역시,제주특별자치도,70,1,71
20211129,대구광역시,제주특별자치도,70,2,58
20211129,대구광역시,충청남도,0,1,206
20211129,대구광역시,충청남도,0,2,268
20211129,대구광역시,충청남도,10,1,178
20211129,대구광역시,충청남도,10,2,169
20211129,대구광역시,충청남도,20,1,937
20211129,대구광역시,충청남도,20,2,627
20211129,대구광역시,충청남도,30,1,1069
20211129,대구광역시,충청남도,30,2,621
20211129,대구광역시,충청남도,40,1,963
20211129,대구광역시,충청남도,40,2,477
20211129,대구광역시,충청남도,50,1,850
20211129,대구광역시,충청남도,50,2,422
20211129,대구광역시,충청남도,60,1,341
20211129,대구광역시,충청남도,60,2,221
20211129,대구광역시,충청남도,70,1,122
20211129,대구광역시,충청남도,70,2,138
20211129,대구광역시,충청북도,0,1,141
20211129,대구광역시,충청북도,0,2,148
20211129,대구광역시,충청북도,10,1,167
20211129,대구광역시,충청북도,10,2,160
20211129,대구광역시,충청북도,20,1,1033
20211129,대구광역시,충청북도,20,2,706
20211129,대구광역시,충청북도,30,1,810
20211129,대구광역시,충청북도,30,2,508
20211129,대구광역시,충청북도,40,1,844
20211129,대구광역시,충청북도,40,2,412
20211129,대구광역시,충청북도,50,1,853
20211129,대구광역시,충청북도,50,2,399
20211129,대구광역시,충청북도,60,1,358
20211129,대구광역시,충청북도,60,2,226
20211129,대구광역시,충청북도,70,1,98
20211129,대구광역시,충청북도,70,2,149
20211129,대전광역시,강원도,0,1,82
20211129,대전광역시,강원도,0,2,92
20211129,대전광역시,강원도,10,1,133
20211129,대전광역시,강원도,10,2,103
20211129,대전광역시,강원도,20,1,600
20211129,대전광역시,강원도,20,2,374
20211129,대전광역시,강원도,30,1,526
20211129,대전광역시,강원도,30,2,294
20211129,대전광역시,강원도,40,1,529
20211129,대전광역시,강원도,40,2,289
20211129,대전광역시,강원도,50,1,629
20211129,대전광역시,강원도,50,2,355
20211129,대전광역시,강원도,60,1,334
20211129,대전광역시,강원도,60,2,184
20211129,대전광역시,강원도,70,1,79
20211129,대전광역시,강원도,70,2,144
20211129,대전광역시,경기도,0,1,992
20211129,대전광역시,경기도,0,2,1050
20211129,대전광역시,경기도,10,1,1532
20211129,대전광역시,경기도,10,2,1046
20211129,대전광역시,경기도,20,1,6494
20211129,대전광역시,경기도,20,2,4796
20211129,대전광역시,경기도,30,1,7702
20211129,대전광역시,경기도,30,2,3923
20211129,대전광역시,경기도,40,1,9340
20211129,대전광역시,경기도,40,2,3845
20211129,대전광역시,경기도,50,1,8337
20211129,대전광역시,경기도,50,2,3954
20211129,대전광역시,경기도,60,1,3524
20211129,대전광역시,경기도,60,2,1993
20211129,대전광역시,경기도,70,1,960
20211129,대전광역시,경기도,70,2,1054
20211129,대전광역시,경상남도,0,1,118
20211129,대전광역시,경상남도,0,2,82
20211129,대전광역시,경상남도,10,1,352
20211129,대전광역시,경상남도,10,2,168
20211129,대전광역시,경상남도,20,1,1033
20211129,대전광역시,경상남도,20,2,726
20211129,대전광역시,경상남도,30,1,1036
20211129,대전광역시,경상남도,30,2,466
20211129,대전광역시,경상남도,40,1,1122
20211129,대전광역시,경상남도,40,2,603
20211129,대전광역시,경상남도,50,1,1275
20211129,대전광역시,경상남도,50,2,658
20211129,대전광역시,경상남도,60,1,628
20211129,대전광역시,경상남도,60,2,388
20211129,대전광역시,경상남도,70,1,201
20211129,대전광역시,경상남도,70,2,254
20211129,대전광역시,경상북도,0,1,177
20211129,대전광역시,경상북도,0,2,196
20211129,대전광역시,경상북도,10,1,450
20211129,대전광역시,경상북도,10,2,382
20211129,대전광역시,경상북도,20,1,1444
20211129,대전광역시,경상북도,20,2,1026
20211129,대전광역시,경상북도,30,1,1187
20211129,대전광역시,경상북도,30,2,803
20211129,대전광역시,경상북도,40,1,1292
20211129,대전광역시,경상북도,40,2,680
20211129,대전광역시,경상북도,50,1,1472
20211129,대전광역시,경상북도,50,2,986
20211129,대전광역시,경상북도,60,1,783
20211129,대전광역시,경상북도,60,2,512
20211129,대전광역시,경상북도,70,1,253
20211129,대전광역시,경상북도,70,2,321
20211129,대전광역시,광주광역시,0,1,33
20211129,대전광역시,광주광역시,0,2,107
20211129,대전광역시,광주광역시,10,1,178
20211129,대전광역시,광주광역시,10,2,108
20211129,대전광역시,광주광역시,20,1,666
20211129,대전광역시,광주광역시,20,2,592
20211129,대전광역시,광주광역시,30,1,791
20211129,대전광역시,광주광역시,30,2,529
20211129,대전광역시,광주광역시,40,1,899
20211129,대전광역시,광주광역시,40,2,471
20211129,대전광역시,광주광역시,50,1,816
20211129,대전광역시,광주광역시,50,2,407
20211129,대전광역시,광주광역시,60,1,266
20211129,대전광역시,광주광역시,60,2,232
20211129,대전광역시,광주광역시,70,1,69
20211129,대전광역시,광주광역시,70,2,88
20211129,대전광역시,대구광역시,0,1,141
20211129,대전광역시,대구광역시,0,2,110
20211129,대전광역시,대구광역시,10,1,344
20211129,대전광역시,대구광역시,10,2,185
20211129,대전광역시,대구광역시,20,1,1047
20211129,대전광역시,대구광역시,20,2,776
20211129,대전광역시,대구광역시,30,1,894
20211129,대전광역시,대구광역시,30,2,482
20211129,대전광역시,대구광역시,40,1,1080
20211129,대전광역시,대구광역시,40,2,501
20211129,대전광역시,대구광역시,50,1,1022
20211129,대전광역시,대구광역시,50,2,636
20211129,대전광역시,대구광역시,60,1,511
20211129,대전광역시,대구광역시,60,2,292
20211129,대전광역시,대구광역시,70,1,157
20211129,대전광역시,대구광역시,70,2,209
20211129,대전광역시,대전광역시,0,1,12
20211129,대전광역시,대전광역시,10,1,123
20211129,대전광역시,대전광역시,10,2,81
20211129,대전광역시,대전광역시,20,1,573
20211129,대전광역시,대전광역시,20,2,392
20211129,대전광역시,대전광역시,30,1,361
20211129,대전광역시,대전광역시,30,2,168
20211129,대전광역시,대전광역시,40,1,452
20211129,대전광역시,대전광역시,40,2,107
20211129,대전광역시,대전광역시,50,1,441
20211129,대전광역시,대전광역시,50,2,136
20211129,대전광역시,대전광역시,60,1,240
20211129,대전광역시,대전광역시,60,2,172
20211129,대전광역시,대전광역시,70,1,75
20211129,대전광역시,대전광역시,70,2,107
20211129,대전광역시,부산광역시,0,1,109
20211129,대전광역시,부산광역시,0,2,42
20211129,대전광역시,부산광역시,10,1,242
20211129,대전광역시,부산광역시,10,2,108
20211129,대전광역시,부산광역시,20,1,781
20211129,대전광역시,부산광역시,20,2,608
20211129,대전광역시,부산광역시,30,1,891
20211129,대전광역시,부산광역시,30,2,444
20211129,대전광역시,부산광역시,40,1,1028
20211129,대전광역시,부산광역시,40,2,484
20211129,대전광역시,부산광역시,50,1,980
20211129,대전광역시,부산광역시,50,2,608
20211129,대전광역시,부산광역시,60,1,548
20211129,대전광역시,부산광역시,60,2,341
20211129,대전광역시,부산광역시,70,1,145
20211129,대전광역시,부산광역시,70,2,162
20211129,대전광역시,서울특별시,0,1,257
20211129,대전광역시,서울특별시,0,2,314
20211129,대전광역시,서울특별시,10,1,983
20211129,대전광역시,서울특별시,10,2,656
20211129,대전광역시,서울특별시,20,1,4927
20211129,대전광역시,서울특별시,20,2,4747
20211129,대전광역시,서울특별시,30,1,5711
20211129,대전광역시,서울특별시,30,2,3647
20211129,대전광역시,서울특별시,40,1,5891
20211129,대전광역시,서울특별시,40,2,2556
20211129,대전광역시,서울특별시,50,1,5370
20211129,대전광역시,서울특별시,50,2,2748
20211129,대전광역시,서울특별시,60,1,2718
20211129,대전광역시,서울특별시,60,2,1512
20211129,대전광역시,서울특별시,70,1,748
20211129,대전광역시,서울특별시,70,2,722
20211129,대전광역시,울산광역시,0,1,38
20211129,대전광역시,울산광역시,0,2,35
20211129,대전광역시,울산광역시,10,1,76
20211129,대전광역시,울산광역시,10,2,36
20211129,대전광역시,울산광역시,20,1,343
20211129,대전광역시,울산광역시,20,2,248
20211129,대전광역시,울산광역시,30,1,362
20211129,대전광역시,울산광역시,30,2,181
20211129,대전광역시,울산광역시,40,1,290
20211129,대전광역시,울산광역시,40,2,172
20211129,대전광역시,울산광역시,50,1,289
20211129,대전광역시,울산광역시,50,2,215
20211129,대전광역시,울산광역시,60,1,149
20211129,대전광역시,울산광역시,60,2,98
20211129,대전광역시,울산광역시,70,1,35
20211129,대전광역시,울산광역시,70,2,36
20211129,대전광역시,인천광역시,0,1,118
20211129,대전광역시,인천광역시,0,2,140
20211129,대전광역시,인천광역시,10,1,275
20211129,대전광역시,인천광역시,10,2,187
20211129,대전광역시,인천광역시,20,1,1148
20211129,대전광역시,인천광역시,20,2,794
20211129,대전광역시,인천광역시,30,1,1241
20211129,대전광역시,인천광역시,30,2,573
20211129,대전광역시,인천광역시,40,1,1417
20211129,대전광역시,인천광역시,40,2,546
20211129,대전광역시,인천광역시,50,1,1387
20211129,대전광역시,인천광역시,50,2,706
20211129,대전광역시,인천광역시,60,1,716
20211129,대전광역시,인천광역시,60,2,337
20211129,대전광역시,인천광역시,70,1,140
20211129,대전광역시,인천광역시,70,2,144
20211129,대전광역시,전라남도,0,1,45
20211129,대전광역시,전라남도,0,2,35
20211129,대전광역시,전라남도,10,1,202
20211129,대전광역시,전라남도,10,2,136
20211129,대전광역시,전라남도,20,1,720
20211129,대전광역시,전라남도,20,2,525
20211129,대전광역시,전라남도,30,1,608
20211129,대전광역시,전라남도,30,2,323
20211129,대전광역시,전라남도,40,1,659
20211129,대전광역시,전라남도,40,2,370
20211129,대전광역시,전라남도,50,1,780
20211129,대전광역시,전라남도,50,2,396
20211129,대전광역시,전라남도,60,1,386
20211129,대전광역시,전라남도,60,2,287
20211129,대전광역시,전라남도,70,1,130
20211129,대전광역시,전라남도,70,2,191
20211129,대전광역시,전라북도,0,1,252
20211129,대전광역시,전라북도,0,2,203
20211129,대전광역시,전라북도,10,1,795
20211129,대전광역시,전라북도,10,2,581
20211129,대전광역시,전라북도,20,1,1110
20211129,대전광역시,전라북도,20,2,1111
20211129,대전광역시,전라북도,30,1,1050
20211129,대전광역시,전라북도,30,2,954
20211129,대전광역시,전라북도,40,1,1204
20211129,대전광역시,전라북도,40,2,888
20211129,대전광역시,전라북도,50,1,1154
20211129,대전광역시,전라북도,50,2,857
20211129,대전광역시,전라북도,60,1,703
20211129,대전광역시,전라북도,60,2,442
20211129,대전광역시,전라북도,70,1,271
20211129,대전광역시,전라북도,70,2,370
20211129,대전광역시,제주특별자치도,0,1,13
20211129,대전광역시,제주특별자치도,0,2,23
20211129,대전광역시,제주특별자치도,10,1,57
20211129,대전광역시,제주특별자치도,10,2,37
20211129,대전광역시,제주특별자치도,20,1,140
20211129,대전광역시,제주특별자치도,20,2,122
20211129,대전광역시,제주특별자치도,30,1,112
20211129,대전광역시,제주특별자치도,30,2,80
20211129,대전광역시,제주특별자치도,40,1,167
20211129,대전광역시,제주특별자치도,40,2,119
20211129,대전광역시,제주특별자치도,50,1,165
20211129,대전광역시,제주특별자치도,50,2,125
20211129,대전광역시,제주특별자치도,60,1,117
20211129,대전광역시,제주특별자치도,60,2,86
20211129,대전광역시,제주특별자치도,70,1,16
20211129,대전광역시,제주특별자치도,70,2,57
20211129,대전광역시,충청남도,0,1,516
20211129,대전광역시,충청남도,0,2,635
20211129,대전광역시,충청남도,10,1,667
20211129,대전광역시,충청남도,10,2,656
20211129,대전광역시,충청남도,20,1,2283
20211129,대전광역시,충청남도,20,2,1864
20211129,대전광역시,충청남도,30,1,1961
20211129,대전광역시,충청남도,30,2,1407
20211129,대전광역시,충청남도,40,1,2160
20211129,대전광역시,충청남도,40,2,1465
20211129,대전광역시,충청남도,50,1,2090
20211129,대전광역시,충청남도,50,2,1563
20211129,대전광역시,충청남도,60,1,1429
20211129,대전광역시,충청남도,60,2,1113
20211129,대전광역시,충청남도,70,1,824
20211129,대전광역시,충청남도,70,2,896
20211129,대전광역시,충청북도,0,1,82
