   ,Start,End,Age,Gender,People
20211129,강원도,강원도,0,1,1840
20211129,강원도,강원도,0,2,1812
20211129,강원도,강원도,10,1,2184
20211129,강원도,강원도,10,2,2170
20211129,강원도,강원도,20,1,5338
20211129,강원도,강원도,20,2,4727
20211129,강원도,강원도,30,1,7136
20211129,강원도,강원도,30,2,4734
20211129,강원도,강원도,40,1,9793
20211129,강원도,강원도,40,2,5879
20211129,강원도,강원도,50,1,11278
20211129,강원도,강원도,50,2,6893
20211129,강원도,강원도,60,1,7523
20211129,강원도,강원도,60,2,4934
20211129,강원도,강원도,70,1,2621
20211129,강원도,강원도,70,2,2698
20211129,강원도,경기도,0,1,11583
20211129,강원도,경기도,0,2,10827
20211129,강원도,경기도,10,1,9346
20211129,강원도,경기도,10,2,8144
20211129,강원도,경기도,20,1,20344
20211129,강원도,경기도,20,2,18855
20211129,강원도,경기도,30,1,29990
20211129,강원도,경기도,30,2,24773
20211129,강원도,경기도,40,1,39323
20211129,강원도,경기도,40,2,27389
20211129,강원도,경기도,50,1,37852
20211129,강원도,경기도,50,2,28177
20211129,강원도,경기도,60,1,20692
20211129,강원도,경기도,60,2,14627
20211129,강원도,경기도,70,1,6224
20211129,강원도,경기도,70,2,5961
20211129,강원도,경상남도,0,1,265
20211129,강원도,경상남도,0,2,155
20211129,강원도,경상남도,10,1,280
20211129,강원도,경상남도,10,2,190
20211129,강원도,경상남도,20,1,913
20211129,강원도,경상남도,20,2,608
20211129,강원도,경상남도,30,1,937
20211129,강원도,경상남도,30,2,530
20211129,강원도,경상남도,40,1,1167
20211129,강원도,경상남도,40,2,674
20211129,강원도,경상남도,50,1,1307
20211129,강원도,경상남도,50,2,827
20211129,강원도,경상남도,60,1,823
20211129,강원도,경상남도,60,2,557
20211129,강원도,경상남도,70,1,283
20211129,강원도,경상남도,70,2,261
20211129,강원도,경상북도,0,1,463
20211129,강원도,경상북도,0,2,423
20211129,강원도,경상북도,10,1,516
20211129,강원도,경상북도,10,2,455
20211129,강원도,경상북도,20,1,1563
20211129,강원도,경상북도,20,2,990
20211129,강원도,경상북도,30,1,1628
20211129,강원도,경상북도,30,2,1058
20211129,강원도,경상북도,40,1,1894
20211129,강원도,경상북도,40,2,1284
20211129,강원도,경상북도,50,1,2567
20211129,강원도,경상북도,50,2,1837
20211129,강원도,경상북도,60,1,1777
20211129,강원도,경상북도,60,2,1213
20211129,강원도,경상북도,70,1,733
20211129,강원도,경상북도,70,2,575
20211129,강원도,광주광역시,0,1,59
20211129,강원도,광주광역시,0,2,59
20211129,강원도,광주광역시,10,1,86
20211129,강원도,광주광역시,10,2,84
20211129,강원도,광주광역시,20,1,424
20211129,강원도,광주광역시,20,2,336
20211129,강원도,광주광역시,30,1,344
20211129,강원도,광주광역시,30,2,197
20211129,강원도,광주광역시,40,1,422
20211129,강원도,광주광역시,40,2,247
20211129,강원도,광주광역시,50,1,548
20211129,강원도,광주광역시,50,2,337
20211129,강원도,광주광역시,60,1,244
20211129,강원도,광주광역시,60,2,192
20211129,강원도,광주광역시,70,1,56
20211129,강원도,광주광역시,70,2,99
20211129,강원도,대구광역시,0,1,224
20211129,강원도,대구광역시,0,2,262
20211129,강원도,대구광역시,10,1,348
20211129,강원도,대구광역시,10,2,255
20211129,강원도,대구광역시,20,1,911
20211129,강원도,대구광역시,20,2,662
20211129,강원도,대구광역시,30,1,960
20211129,강원도,대구광역시,30,2,662
20211129,강원도,대구광역시,40,1,1226
20211129,강원도,대구광역시,40,2,761
20211129,강원도,대구광역시,50,1,1376
20211129,강원도,대구광역시,50,2,897
20211129,강원도,대구광역시,60,1,800
20211129,강원도,대구광역시,60,2,513
20211129,강원도,대구광역시,70,1,182
20211129,강원도,대구광역시,70,2,305
20211129,강원도,대전광역시,0,1,261
20211129,강원도,대전광역시,0,2,185
20211129,강원도,대전광역시,10,1,302
20211129,강원도,대전광역시,10,2,259
20211129,강원도,대전광역시,20,1,1014
20211129,강원도,대전광역시,20,2,875
20211129,강원도,대전광역시,30,1,1211
20211129,강원도,대전광역시,30,2,748
20211129,강원도,대전광역시,40,1,1398
20211129,강원도,대전광역시,40,2,802
20211129,강원도,대전광역시,50,1,1557
20211129,강원도,대전광역시,50,2,959
20211129,강원도,대전광역시,60,1,733
20211129,강원도,대전광역시,60,2,523
20211129,강원도,대전광역시,70,1,257
20211129,강원도,대전광역시,70,2,240
20211129,강원도,부산광역시,0,1,138
20211129,강원도,부산광역시,0,2,189
20211129,강원도,부산광역시,10,1,310
20211129,강원도,부산광역시,10,2,202
20211129,강원도,부산광역시,20,1,836
20211129,강원도,부산광역시,20,2,666
20211129,강원도,부산광역시,30,1,1037
20211129,강원도,부산광역시,30,2,615
20211129,강원도,부산광역시,40,1,1162
20211129,강원도,부산광역시,40,2,721
20211129,강원도,부산광역시,50,1,1273
20211129,강원도,부산광역시,50,2,1014
20211129,강원도,부산광역시,60,1,936
20211129,강원도,부산광역시,60,2,809
20211129,강원도,부산광역시,70,1,321
20211129,강원도,부산광역시,70,2,394
20211129,강원도,서울특별시,0,1,6125
20211129,강원도,서울특별시,0,2,5561
20211129,강원도,서울특별시,10,1,5744
20211129,강원도,서울특별시,10,2,4898
20211129,강원도,서울특별시,20,1,16055
20211129,강원도,서울특별시,20,2,17585
20211129,강원도,서울특별시,30,1,22241
20211129,강원도,서울특별시,30,2,20027
20211129,강원도,서울특별시,40,1,25765
20211129,강원도,서울특별시,40,2,18742
20211129,강원도,서울특별시,50,1,26300
20211129,강원도,서울특별시,50,2,19849
20211129,강원도,서울특별시,60,1,15812
20211129,강원도,서울특별시,60,2,12125
20211129,강원도,서울특별시,70,1,5585
20211129,강원도,서울특별시,70,2,5403
20211129,강원도,울산광역시,0,1,166
20211129,강원도,울산광역시,0,2,61
20211129,강원도,울산광역시,10,1,143
20211129,강원도,울산광역시,10,2,83
20211129,강원도,울산광역시,20,1,429
20211129,강원도,울산광역시,20,2,268
20211129,강원도,울산광역시,30,1,524
20211129,강원도,울산광역시,30,2,322
20211129,강원도,울산광역시,40,1,554
20211129,강원도,울산광역시,40,2,372
20211129,강원도,울산광역시,50,1,644
20211129,강원도,울산광역시,50,2,454
20211129,강원도,울산광역시,60,1,419
20211129,강원도,울산광역시,60,2,287
20211129,강원도,울산광역시,70,1,89
20211129,강원도,울산광역시,70,2,104
20211129,강원도,인천광역시,0,1,1762
20211129,강원도,인천광역시,0,2,1862
20211129,강원도,인천광역시,10,1,1399
20211129,강원도,인천광역시,10,2,1195
20211129,강원도,인천광역시,20,1,3482
20211129,강원도,인천광역시,20,2,3231
20211129,강원도,인천광역시,30,1,4537
20211129,강원도,인천광역시,30,2,3990
20211129,강원도,인천광역시,40,1,5794
20211129,강원도,인천광역시,40,2,4087
20211129,강원도,인천광역시,50,1,5830
20211129,강원도,인천광역시,50,2,4705
20211129,강원도,인천광역시,60,1,3205
20211129,강원도,인천광역시,60,2,2300
20211129,강원도,인천광역시,70,1,734
20211129,강원도,인천광역시,70,2,864
20211129,강원도,전라남도,0,1,74
20211129,강원도,전라남도,0,2,45
20211129,강원도,전라남도,10,1,94
20211129,강원도,전라남도,10,2,79
20211129,강원도,전라남도,20,1,458
20211129,강원도,전라남도,20,2,225
20211129,강원도,전라남도,30,1,318
20211129,강원도,전라남도,30,2,182
20211129,강원도,전라남도,40,1,424
20211129,강원도,전라남도,40,2,236
20211129,강원도,전라남도,50,1,674
20211129,강원도,전라남도,50,2,403
20211129,강원도,전라남도,60,1,448
20211129,강원도,전라남도,60,2,309
20211129,강원도,전라남도,70,1,202
20211129,강원도,전라남도,70,2,228
20211129,강원도,전라북도,0,1,132
20211129,강원도,전라북도,0,2,90
20211129,강원도,전라북도,10,1,318
20211129,강원도,전라북도,10,2,164
20211129,강원도,전라북도,20,1,576
20211129,강원도,전라북도,20,2,586
20211129,강원도,전라북도,30,1,548
20211129,강원도,전라북도,30,2,343
20211129,강원도,전라북도,40,1,776
20211129,강원도,전라북도,40,2,444
20211129,강원도,전라북도,50,1,937
20211129,강원도,전라북도,50,2,597
20211129,강원도,전라북도,60,1,725
20211129,강원도,전라북도,60,2,386
20211129,강원도,전라북도,70,1,253
20211129,강원도,전라북도,70,2,324
20211129,강원도,제주특별자치도,0,1,44
20211129,강원도,제주특별자치도,0,2,49
20211129,강원도,제주특별자치도,10,1,63
20211129,강원도,제주특별자치도,10,2,37
20211129,강원도,제주특별자치도,20,1,141
20211129,강원도,제주특별자치도,20,2,228
20211129,강원도,제주특별자치도,30,1,168
20211129,강원도,제주특별자치도,30,2,120
20211129,강원도,제주특별자치도,40,1,244
20211129,강원도,제주특별자치도,40,2,151
20211129,강원도,제주특별자치도,50,1,231
20211129,강원도,제주특별자치도,50,2,175
20211129,강원도,제주특별자치도,60,1,191
20211129,강원도,제주특별자치도,60,2,127
20211129,강원도,제주특별자치도,70,1,96
20211129,강원도,제주특별자치도,70,2,99
20211129,강원도,충청남도,0,1,556
20211129,강원도,충청남도,0,2,639
20211129,강원도,충청남도,10,1,551
20211129,강원도,충청남도,10,2,446
20211129,강원도,충청남도,20,1,1449
20211129,강원도,충청남도,20,2,1154
20211129,강원도,충청남도,30,1,1879
20211129,강원도,충청남도,30,2,1381
20211129,강원도,충청남도,40,1,2191
20211129,강원도,충청남도,40,2,1352
20211129,강원도,충청남도,50,1,2240
20211129,강원도,충청남도,50,2,1379
20211129,강원도,충청남도,60,1,1404
20211129,강원도,충청남도,60,2,942
20211129,강원도,충청남도,70,1,465
20211129,강원도,충청남도,70,2,462
20211129,강원도,충청북도,0,1,780
20211129,강원도,충청북도,0,2,632
20211129,강원도,충청북도,10,1,687
20211129,강원도,충청북도,10,2,535
20211129,강원도,충청북도,20,1,1945
20211129,강원도,충청북도,20,2,1505
20211129,강원도,충청북도,30,1,2088
20211129,강원도,충청북도,30,2,1564
20211129,강원도,충청북도,40,1,2728
20211129,강원도,충청북도,40,2,1890
20211129,강원도,충청북도,50,1,3286
20211129,강원도,충청북도,50,2,2431
20211129,강원도,충청북도,60,1,2246
20211129,강원도,충청북도,60,2,1537
20211129,강원도,충청북도,70,1,771
20211129,강원도,충청북도,70,2,828
20211129,경기도,강원도,0,1,1218
20211129,경기도,강원도,0,2,1068
20211129,경기도,강원도,10,1,2133
20211129,경기도,강원도,10,2,1641
20211129,경기도,강원도,20,1,6182
20211129,경기도,강원도,20,2,4720
20211129,경기도,강원도,30,1,6668
20211129,경기도,강원도,30,2,4481
20211129,경기도,강원도,40,1,7046
20211129,경기도,강원도,40,2,4331
20211129,경기도,강원도,50,1,8174
20211129,경기도,강원도,50,2,5564
20211129,경기도,강원도,60,1,5508
20211129,경기도,강원도,60,2,4406
20211129,경기도,강원도,70,1,2062
20211129,경기도,강원도,70,2,2830
20211129,경기도,경기도,0,1,6525
20211129,경기도,경기도,0,2,6507
20211129,경기도,경기도,10,1,6308
20211129,경기도,경기도,10,2,5180
20211129,경기도,경기도,20,1,22021
20211129,경기도,경기도,20,2,15609
20211129,경기도,경기도,30,1,31466
20211129,경기도,경기도,30,2,19464
20211129,경기도,경기도,40,1,42429
20211129,경기도,경기도,40,2,19115
20211129,경기도,경기도,50,1,42098
20211129,경기도,경기도,50,2,20552
20211129,경기도,경기도,60,1,21804
20211129,경기도,경기도,60,2,11987
20211129,경기도,경기도,70,1,6021
20211129,경기도,경기도,70,2,6139
20211129,경기도,경상남도,0,1,435
20211129,경기도,경상남도,0,2,427
20211129,경기도,경상남도,10,1,766
20211129,경기도,경상남도,10,2,625
20211129,경기도,경상남도,20,1,3207
20211129,경기도,경상남도,20,2,1698
20211129,경기도,경상남도,30,1,3359
20211129,경기도,경상남도,30,2,1508
20211129,경기도,경상남도,40,1,4690
20211129,경기도,경상남도,40,2,1791
20211129,경기도,경상남도,50,1,4760
20211129,경기도,경상남도,50,2,2553
20211129,경기도,경상남도,60,1,2919
20211129,경기도,경상남도,60,2,2043
20211129,경기도,경상남도,70,1,865
20211129,경기도,경상남도,70,2,1302
20211129,경기도,경상북도,0,1,563
20211129,경기도,경상북도,0,2,600
20211129,경기도,경상북도,10,1,957
20211129,경기도,경상북도,10,2,737
20211129,경기도,경상북도,20,1,3873
20211129,경기도,경상북도,20,2,2258
20211129,경기도,경상북도,30,1,3880
20211129,경기도,경상북도,30,2,1893
20211129,경기도,경상북도,40,1,4731
20211129,경기도,경상북도,40,2,2111
20211129,경기도,경상북도,50,1,5708
20211129,경기도,경상북도,50,2,3299
20211129,경기도,경상북도,60,1,4369
20211129,경기도,경상북도,60,2,3124
20211129,경기도,경상북도,70,1,1584
20211129,경기도,경상북도,70,2,2241
20211129,경기도,광주광역시,0,1,252
20211129,경기도,광주광역시,0,2,208
20211129,경기도,광주광역시,10,1,529
20211129,경기도,광주광역시,10,2,431
20211129,경기도,광주광역시,20,1,1906
20211129,경기도,광주광역시,20,2,1402
20211129,경기도,광주광역시,30,1,2012
20211129,경기도,광주광역시,30,2,1118
20211129,경기도,광주광역시,40,1,2520
20211129,경기도,광주광역시,40,2,1179
20211129,경기도,광주광역시,50,1,2748
20211129,경기도,광주광역시,50,2,1484
20211129,경기도,광주광역시,60,1,1412
20211129,경기도,광주광역시,60,2,1027
20211129,경기도,광주광역시,70,1,494
20211129,경기도,광주광역시,70,2,738
20211129,경기도,대구광역시,0,1,236
20211129,경기도,대구광역시,0,2,258
20211129,경기도,대구광역시,10,1,690
20211129,경기도,대구광역시,10,2,506
20211129,경기도,대구광역시,20,1,2771
20211129,경기도,대구광역시,20,2,1823
20211129,경기도,대구광역시,30,1,2923
20211129,경기도,대구광역시,30,2,1269
20211129,경기도,대구광역시,40,1,3514
20211129,경기도,대구광역시,40,2,1529
20211129,경기도,대구광역시,50,1,3897
20211129,경기도,대구광역시,50,2,2284
20211129,경기도,대구광역시,60,1,2128
20211129,경기도,대구광역시,60,2,1517
20211129,경기도,대구광역시,70,1,577
20211129,경기도,대구광역시,70,2,863
20211129,경기도,대전광역시,0,1,614
20211129,경기도,대전광역시,0,2,695
20211129,경기도,대전광역시,10,1,1098
20211129,경기도,대전광역시,10,2,1070
20211129,경기도,대전광역시,20,1,5001
20211129,경기도,대전광역시,20,2,3547
20211129,경기도,대전광역시,30,1,5543
20211129,경기도,대전광역시,30,2,2914
20211129,경기도,대전광역시,40,1,5855
20211129,경기도,대전광역시,40,2,2622
20211129,경기도,대전광역시,50,1,6097
20211129,경기도,대전광역시,50,2,3093
20211129,경기도,대전광역시,60,1,2968
20211129,경기도,대전광역시,60,2,1977
20211129,경기도,대전광역시,70,1,799
20211129,경기도,대전광역시,70,2,1008
20211129,경기도,부산광역시,0,1,278
20211129,경기도,부산광역시,0,2,267
20211129,경기도,부산광역시,10,1,643
20211129,경기도,부산광역시,10,2,519
20211129,경기도,부산광역시,20,1,2922
20211129,경기도,부산광역시,20,2,2242
20211129,경기도,부산광역시,30,1,3596
20211129,경기도,부산광역시,30,2,1811
20211129,경기도,부산광역시,40,1,4090
20211129,경기도,부산광역시,40,2,1667
20211129,경기도,부산광역시,50,1,4138
20211129,경기도,부산광역시,50,2,2348
20211129,경기도,부산광역시,60,1,2818
20211129,경기도,부산광역시,60,2,2008
20211129,경기도,부산광역시,70,1,798
20211129,경기도,부산광역시,70,2,1015
20211129,경기도,서울특별시,0,1,2261
20211129,경기도,서울특별시,0,2,2513
20211129,경기도,서울특별시,10,1,2190
20211129,경기도,서울특별시,10,2,1779
20211129,경기도,서울특별시,20,1,8665
20211129,경기도,서울특별시,20,2,8121
20211129,경기도,서울특별시,30,1,14988
20211129,경기도,서울특별시,30,2,10218
20211129,경기도,서울특별시,40,1,18672
20211129,경기도,서울특별시,40,2,9030
20211129,경기도,서울특별시,50,1,20540
20211129,경기도,서울특별시,50,2,10705
20211129,경기도,서울특별시,60,1,11725
20211129,경기도,서울특별시,60,2,6717
20211129,경기도,서울특별시,70,1,4064
20211129,경기도,서울특별시,70,2,3183
20211129,경기도,울산광역시,0,1,185
20211129,경기도,울산광역시,0,2,114
20211129,경기도,울산광역시,10,1,281
20211129,경기도,울산광역시,10,2,243
20211129,경기도,울산광역시,20,1,1177
20211129,경기도,울산광역시,20,2,662
20211129,경기도,울산광역시,30,1,1313
20211129,경기도,울산광역시,30,2,572
20211129,경기도,울산광역시,40,1,1381
20211129,경기도,울산광역시,40,2,644
20211129,경기도,울산광역시,50,1,1528
20211129,경기도,울산광역시,50,2,846
20211129,경기도,울산광역시,60,1,861
20211129,경기도,울산광역시,60,2,554
20211129,경기도,울산광역시,70,1,179
20211129,경기도,울산광역시,70,2,286
20211129,경기도,인천광역시,0,1,1787
20211129,경기도,인천광역시,0,2,2423
20211129,경기도,인천광역시,10,1,1845
20211129,경기도,인천광역시,10,2,1666
20211129,경기도,인천광역시,20,1,7103
20211129,경기도,인천광역시,20,2,5323
20211129,경기도,인천광역시,30,1,10515
20211129,경기도,인천광역시,30,2,5973
20211129,경기도,인천광역시,40,1,13601
20211129,경기도,인천광역시,40,2,5623
20211129,경기도,인천광역시,50,1,13386
20211129,경기도,인천광역시,50,2,6439
20211129,경기도,인천광역시,60,1,6900
20211129,경기도,인천광역시,60,2,3691
20211129,경기도,인천광역시,70,1,1782
20211129,경기도,인천광역시,70,2,1715
20211129,경기도,전라남도,0,1,350
20211129,경기도,전라남도,0,2,292
20211129,경기도,전라남도,10,1,504
20211129,경기도,전라남도,10,2,438
20211129,경기도,전라남도,20,1,2402
20211129,경기도,전라남도,20,2,1496
20211129,경기도,전라남도,30,1,2195
20211129,경기도,전라남도,30,2,1035
20211129,경기도,전라남도,40,1,2953
20211129,경기도,전라남도,40,2,1241
20211129,경기도,전라남도,50,1,3382
20211129,경기도,전라남도,50,2,2012
20211129,경기도,전라남도,60,1,2516
20211129,경기도,전라남도,60,2,1855
20211129,경기도,전라남도,70,1,1242
20211129,경기도,전라남도,70,2,1878
20211129,경기도,전라북도,0,1,517
20211129,경기도,전라북도,0,2,452
20211129,경기도,전라북도,10,1,1290
20211129,경기도,전라북도,10,2,1101
20211129,경기도,전라북도,20,1,3517
20211129,경기도,전라북도,20,2,2281
20211129,경기도,전라북도,30,1,3358
20211129,경기도,전라북도,30,2,1911
20211129,경기도,전라북도,40,1,4693
20211129,경기도,전라북도,40,2,2232
20211129,경기도,전라북도,50,1,5551
20211129,경기도,전라북도,50,2,3072
20211129,경기도,전라북도,60,1,3728
20211129,경기도,전라북도,60,2,2776
20211129,경기도,전라북도,70,1,1526
20211129,경기도,전라북도,70,2,2264
20211129,경기도,제주특별자치도,0,1,234
20211129,경기도,제주특별자치도,0,2,176
20211129,경기도,제주특별자치도,10,1,236
20211129,경기도,제주특별자치도,10,2,220
20211129,경기도,제주특별자치도,20,1,1067
20211129,경기도,제주특별자치도,20,2,1020
20211129,경기도,제주특별자치도,30,1,1083
20211129,경기도,제주특별자치도,30,2,860
20211129,경기도,제주특별자치도,40,1,1427
20211129,경기도,제주특별자치도,40,2,965
20211129,경기도,제주특별자치도,50,1,1301
20211129,경기도,제주특별자치도,50,2,987
20211129,경기도,제주특별자치도,60,1,907
20211129,경기도,제주특별자치도,60,2,669
20211129,경기도,제주특별자치도,70,1,327
20211129,경기도,제주특별자치도,70,2,486
20211129,경기도,충청남도,0,1,1343
20211129,경기도,충청남도,0,2,1370
20211129,경기도,충청남도,10,1,1651
20211129,경기도,충청남도,10,2,1452
20211129,경기도,충청남도,20,1,5632
20211129,경기도,충청남도,20,2,3538
20211129,경기도,충청남도,30,1,6636
20211129,경기도,충청남도,30,2,4033
20211129,경기도,충청남도,40,1,7321
20211129,경기도,충청남도,40,2,3824
20211129,경기도,충청남도,50,1,7942
20211129,경기도,충청남도,50,2,4752
20211129,경기도,충청남도,60,1,5251
20211129,경기도,충청남도,60,2,3700
20211129,경기도,충청남도,70,1,2206
20211129,경기도,충청남도,70,2,3102
20211129,경기도,충청북도,0,1,1062
20211129,경기도,충청북도,0,2,1180
20211129,경기도,충청북도,10,1,1445
20211129,경기도,충청북도,10,2,1239
20211129,경기도,충청북도,20,1,6561
20211129,경기도,충청북도,20,2,4149
20211129,경기도,충청북도,30,1,6408
20211129,경기도,충청북도,30,2,3690
20211129,경기도,충청북도,40,1,6912
20211129,경기도,충청북도,40,2,3329
20211129,경기도,충청북도,50,1,7923
20211129,경기도,충청북도,50,2,4390
20211129,경기도,충청북도,60,1,5205
20211129,경기도,충청북도,60,2,3496
20211129,경기도,충청북도,70,1,1774
20211129,경기도,충청북도,70,2,2303
20211129,경상남도,강원도,0,1,53
20211129,경상남도,강원도,0,2,121
20211129,경상남도,강원도,10,1,160
20211129,경상남도,강원도,10,2,100
20211129,경상남도,강원도,20,1,650
20211129,경상남도,강원도,20,2,375
20211129,경상남도,강원도,30,1,613
20211129,경상남도,강원도,30,2,294
20211129,경상남도,강원도,40,1,855
20211129,경상남도,강원도,40,2,367
20211129,경상남도,강원도,50,1,924
20211129,경상남도,강원도,50,2,533
20211129,경상남도,강원도,60,1,632
20211129,경상남도,강원도,60,2,454
20211129,경상남도,강원도,70,1,149
20211129,경상남도,강원도,70,2,201
20211129,경상남도,경기도,0,1,1841
20211129,경상남도,경기도,0,2,1535
20211129,경상남도,경기도,10,1,1744
20211129,경상남도,경기도,10,2,1377
20211129,경상남도,경기도,20,1,5185
20211129,경상남도,경기도,20,2,3288
20211129,경상남도,경기도,30,1,7820
20211129,경상남도,경기도,30,2,4358
20211129,경상남도,경기도,40,1,10949
20211129,경상남도,경기도,40,2,5049
20211129,경상남도,경기도,50,1,10406
20211129,경상남도,경기도,50,2,5651
20211129,경상남도,경기도,60,1,4938
20211129,경상남도,경기도,60,2,3098
20211129,경상남도,경기도,70,1,1206
20211129,경상남도,경기도,70,2,1284
20211129,경상남도,경상남도,0,1,4335
20211129,경상남도,경상남도,0,2,4096
20211129,경상남도,경상남도,10,1,4509
20211129,경상남도,경상남도,10,2,3670
20211129,경상남도,경상남도,20,1,9397
20211129,경상남도,경상남도,20,2,6832
20211129,경상남도,경상남도,30,1,11979
20211129,경상남도,경상남도,30,2,8322
20211129,경상남도,경상남도,40,1,17141
20211129,경상남도,경상남도,40,2,11252
20211129,경상남도,경상남도,50,1,17889
20211129,경상남도,경상남도,50,2,11978
20211129,경상남도,경상남도,60,1,10330
20211129,경상남도,경상남도,60,2,6563
20211129,경상남도,경상남도,70,1,3377
20211129,경상남도,경상남도,70,2,3919
20211129,경상남도,경상북도,0,1,992
20211129,경상남도,경상북도,0,2,875
20211129,경상남도,경상북도,10,1,819
20211129,경상남도,경상북도,10,2,640
20211129,경상남도,경상북도,20,1,2740
20211129,경상남도,경상북도,20,2,1839
20211129,경상남도,경상북도,30,1,3919
20211129,경상남도,경상북도,30,2,2519
20211129,경상남도,경상북도,40,1,5145
20211129,경상남도,경상북도,40,2,2725
20211129,경상남도,경상북도,50,1,5980
20211129,경상남도,경상북도,50,2,3440
20211129,경상남도,경상북도,60,1,3750
20211129,경상남도,경상북도,60,2,2213
20211129,경상남도,경상북도,70,1,983
20211129,경상남도,경상북도,70,2,1141
20211129,경상남도,광주광역시,0,1,182
20211129,경상남도,광주광역시,0,2,126
20211129,경상남도,광주광역시,10,1,223
20211129,경상남도,광주광역시,10,2,167
20211129,경상남도,광주광역시,20,1,889
20211129,경상남도,광주광역시,20,2,742
20211129,경상남도,광주광역시,30,1,1052
20211129,경상남도,광주광역시,30,2,715
20211129,경상남도,광주광역시,40,1,1288
20211129,경상남도,광주광역시,40,2,727
20211129,경상남도,광주광역시,50,1,1393
20211129,경상남도,광주광역시,50,2,836
20211129,경상남도,광주광역시,60,1,705
20211129,경상남도,광주광역시,60,2,420
20211129,경상남도,광주광역시,70,1,221
20211129,경상남도,광주광역시,70,2,239
20211129,경상남도,대구광역시,0,1,1228
20211129,경상남도,대구광역시,0,2,1194
20211129,경상남도,대구광역시,10,1,942
20211129,경상남도,대구광역시,10,2,818
20211129,경상남도,대구광역시,20,1,2608
20211129,경상남도,대구광역시,20,2,2111
20211129,경상남도,대구광역시,30,1,3987
20211129,경상남도,대구광역시,30,2,2651
20211129,경상남도,대구광역시,40,1,5853
20211129,경상남도,대구광역시,40,2,3486
20211129,경상남도,대구광역시,50,1,6987
20211129,경상남도,대구광역시,50,2,4405
20211129,경상남도,대구광역시,60,1,4189
20211129,경상남도,대구광역시,60,2,2607
20211129,경상남도,대구광역시,70,1,1146
20211129,경상남도,대구광역시,70,2,1188
20211129,경상남도,대전광역시,0,1,320
20211129,경상남도,대전광역시,0,2,289
20211129,경상남도,대전광역시,10,1,360
20211129,경상남도,대전광역시,10,2,266
20211129,경상남도,대전광역시,20,1,1031
20211129,경상남도,대전광역시,20,2,711
20211129,경상남도,대전광역시,30,1,1507
20211129,경상남도,대전광역시,30,2,913
20211129,경상남도,대전광역시,40,1,1839
20211129,경상남도,대전광역시,40,2,1050
20211129,경상남도,대전광역시,50,1,1987
20211129,경상남도,대전광역시,50,2,1100
20211129,경상남도,대전광역시,60,1,1095
20211129,경상남도,대전광역시,60,2,636
20211129,경상남도,대전광역시,70,1,243
20211129,경상남도,대전광역시,70,2,225
20211129,경상남도,부산광역시,0,1,2927
20211129,경상남도,부산광역시,0,2,3347
20211129,경상남도,부산광역시,10,1,2576
20211129,경상남도,부산광역시,10,2,2362
20211129,경상남도,부산광역시,20,1,7023
20211129,경상남도,부산광역시,20,2,6073
20211129,경상남도,부산광역시,30,1,11168
20211129,경상남도,부산광역시,30,2,7731
20211129,경상남도,부산광역시,40,1,14202
20211129,경상남도,부산광역시,40,2,8720
20211129,경상남도,부산광역시,50,1,16258
20211129,경상남도,부산광역시,50,2,12020
20211129,경상남도,부산광역시,60,1,11815
20211129,경상남도,부산광역시,60,2,8320
20211129,경상남도,부산광역시,70,1,3752
20211129,경상남도,부산광역시,70,2,3845
20211129,경상남도,서울특별시,0,1,491
20211129,경상남도,서울특별시,0,2,546
20211129,경상남도,서울특별시,10,1,847
20211129,경상남도,서울특별시,10,2,635
20211129,경상남도,서울특별시,20,1,3754
20211129,경상남도,서울특별시,20,2,4199
20211129,경상남도,서울특별시,30,1,5573
20211129,경상남도,서울특별시,30,2,3891
20211129,경상남도,서울특별시,40,1,6082
20211129,경상남도,서울특별시,40,2,3018
20211129,경상남도,서울특별시,50,1,6194
20211129,경상남도,서울특별시,50,2,3793
20211129,경상남도,서울특별시,60,1,3463
20211129,경상남도,서울특별시,60,2,2576
20211129,경상남도,서울특별시,70,1,1013
20211129,경상남도,서울특별시,70,2,1044
20211129,경상남도,울산광역시,0,1,880
20211129,경상남도,울산광역시,0,2,984
20211129,경상남도,울산광역시,10,1,970
20211129,경상남도,울산광역시,10,2,915
20211129,경상남도,울산광역시,20,1,2362
20211129,경상남도,울산광역시,20,2,1618
20211129,경상남도,울산광역시,30,1,3440
20211129,경상남도,울산광역시,30,2,2115
20211129,경상남도,울산광역시,40,1,4300
20211129,경상남도,울산광역시,40,2,2990
20211129,경상남도,울산광역시,50,1,4862
20211129,경상남도,울산광역시,50,2,3512
20211129,경상남도,울산광역시,60,1,2476
20211129,경상남도,울산광역시,60,2,1717
20211129,경상남도,울산광역시,70,1,550
20211129,경상남도,울산광역시,70,2,592
20211129,경상남도,인천광역시,0,1,186
20211129,경상남도,인천광역시,0,2,172
20211129,경상남도,인천광역시,10,1,305
20211129,경상남도,인천광역시,10,2,209
20211129,경상남도,인천광역시,20,1,1030
20211129,경상남도,인천광역시,20,2,585
20211129,경상남도,인천광역시,30,1,1435
20211129,경상남도,인천광역시,30,2,678
20211129,경상남도,인천광역시,40,1,1957
20211129,경상남도,인천광역시,40,2,736
20211129,경상남도,인천광역시,50,1,2041
20211129,경상남도,인천광역시,50,2,875
20211129,경상남도,인천광역시,60,1,967
20211129,경상남도,인천광역시,60,2,519
20211129,경상남도,인천광역시,70,1,204
